gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,
ESPORTSTMNT01/1691118,complete,LCK,2021,0,2021/1/15 12:21,3,11.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Nautilus,2463,1,0,6,11,17,18,0,0,0,0,0,0,0,0,0.4141,0.8526,0,0,4371,106.4799,0.0542786,348.8672,619.0256,94,2.2899,20,0.4872,26,138,3.3618,9851,4551,110.8648,0.0844799,9000,56,55,1,1.3642,2196,2653,22,2425,2312,20,-229,341,2,0,0,0,0,1,0,3177,3563,31,3650,3887,30,-473,-324,1,0,0,2,0,4,
ESPORTSTMNT01/1691118,complete,LCK,2021,0,2021/1/15 12:21,3,11.01,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Rell,2463,0,0,4,11,18,17,0,0,0,0,1,0,1,0,0.4385,0.8526,0,0,4434,108.0146,0.0621975,458.2704,603.7028,77,1.8758,21,0.5116,31,118,2.8745,8572,3272,79.7077,0.0704457,8775,50,50,0,1.218,2425,2312,20,2196,2653,22,229,-341,-2,0,1,0,0,0,0,3650,3887,30,3177,3563,31,473,324,-1,0,4,0,0,0,
ESPORTSTMNT01/1691379,complete,LCK,2021,0,2021/1/16 6:07,1,11.01,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Alistar,2070,0,2,3,3,5,15,0,0,0,0,0,0,0,0,0.1449,0.5797,0,0,2997,86.8696,0.0812569,394.5217,560.8116,72,2.087,15,0.4348,26,105,3.0435,7021,2523,73.1304,0.0759476,6900,34,34,0,0.9855,2066,2528,14,2305,2259,15,-239,269,-1,0,0,0,0,1,0,3314,3330,21,3583,2918,20,-269,412,1,1,0,0,1,1,
ESPORTSTMNT01/1691379,complete,LCK,2021,0,2021/1/16 6:07,1,11.01,10,Red,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Leona,2070,1,1,2,10,15,5,0,0,0,0,1,0,1,0,0.4348,0.5797,0,0,1457,42.2319,0.0258068,221.3043,288.5507,68,1.971,16,0.4638,22,105,3.0435,8831,4333,125.5942,0.0883681,8450,36,36,0,1.0435,2305,2259,15,2066,2528,14,239,-269,1,0,1,0,0,0,0,3583,2918,20,3314,3330,21,269,-412,-1,1,1,0,1,0,
ESPORTSTMNT01/1691409,complete,LCK,2021,0,2021/1/16 8:50,2,11.01,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Alistar,1850,1,1,1,13,19,7,0,0,0,0,0,0,0,0,0.6162,0.8432,0,0,3618,117.3405,0.0484331,422.2054,341.6432,50,1.6216,11,0.3568,15,84,2.7243,7580,3530,114.4865,0.0893184,6225,32,32,0,1.0378,2089,2451,13,2125,2472,15,-36,-21,-2,0,0,0,0,0,0,3271,3378,25,3367,3862,22,-96,-484,3,0,0,0,0,2,
ESPORTSTMNT01/1691409,complete,LCK,2021,0,2021/1/16 8:50,2,11.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Leona,1850,0,0,3,5,7,19,0,0,0,0,1,0,1,0,0.227,0.8432,0,0,3725,120.8108,0.0965426,399.7297,584.4324,52,1.6865,7,0.227,17,78,2.5297,6330,2280,73.9459,0.0790105,6175,31,31,0,1.0054,2125,2472,15,2089,2451,13,36,21,2,0,0,0,0,0,0,3367,3862,22,3271,3378,25,96,484,-3,0,2,0,0,0,
ESPORTSTMNT01/1691411,complete,LCK,2021,0,2021/1/16 9:46,1,11.01,5,Blue,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Maokai,1659,1,1,2,8,21,5,0,0,0,0,1,0,1,0,0.7595,0.9403,0,0,9732,351.9711,0.146823,286.9078,189.5841,38,1.3743,14,0.5063,13,87,3.1465,6864,3204,115.877,0.0807527,5925,35,35,0,1.2658,2171,2628,16,2152,2585,15,19,43,1,0,1,0,0,0,0,3107,3182,23,3029,3554,24,78,-372,-1,0,1,0,0,0,
ESPORTSTMNT01/1691411,complete,LCK,2021,0,2021/1/16 9:46,1,11.01,10,Red,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Alistar,1659,0,0,4,4,5,21,0,0,0,0,0,0,0,0,0.1808,0.9403,0,0,2920,105.6058,0.0846573,644.991,601.1573,39,1.4105,11,0.3978,9,65,2.3508,5674,2014,72.8391,0.0807774,5125,35,35,0,1.2658,2152,2585,15,2171,2628,16,-19,-43,-1,0,0,0,0,1,0,3029,3554,24,3107,3182,23,-78,372,1,0,0,0,0,1,
ESPORTSTMNT01/1691433,complete,LCK,2021,0,2021/1/16 11:22,2,11.01,5,Blue,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Thresh,1680,1,0,4,13,14,6,0,0,0,0,1,0,1,0,0.5,0.7143,0,0,3411,121.8214,0.0612971,402.9286,262.7857,29,1.0357,6,0.2143,6,47,1.6786,6961,3258,116.3571,0.0945996,5730,28,28,0,1,2205,2218,12,2030,2003,13,175,215,-1,0,2,1,0,1,2,3357,3745,20,3169,3350,29,188,395,-9,0,4,2,0,1,
ESPORTSTMNT01/1691433,complete,LCK,2021,0,2021/1/16 11:22,2,11.01,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Sett,1680,0,0,7,2,6,14,0,0,0,0,0,0,0,1,0.2143,0.7143,0,0,2840,101.4286,0.0766863,518.4643,378.25,39,1.3929,13,0.4643,16,69,2.4643,6016,2313,82.6071,0.0757036,5950,47,47,0,1.6786,2030,2003,13,2205,2218,12,-175,-215,1,0,1,2,0,2,1,3169,3350,29,3357,3745,20,-188,-395,9,0,1,3,0,4,
ESPORTSTMNT01/1691436,complete,LCK,2021,0,2021/1/16 12:14,3,11.01,5,Blue,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Alistar,1984,1,1,3,17,23,10,0,0,0,0,0,0,0,0,0.6956,0.998,0,0,4460,134.879,0.0665384,551.3105,772.9234,54,1.6331,20,0.6048,23,97,2.9335,8284,3961,119.7883,0.0977909,7875,43,43,0,1.3004,2217,2371,15,2922,2556,15,-705,-185,0,0,4,2,2,2,2,3500,3112,25,3849,3241,23,-349,-129,2,0,5,2,2,2,
ESPORTSTMNT01/1691436,complete,LCK,2021,0,2021/1/16 12:14,3,11.01,10,Red,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Sett,1984,0,2,7,3,10,23,0,0,0,0,1,1,0,0,0.3024,0.998,0,0,5410,163.6089,0.0787872,515.3831,412.0161,58,1.754,16,0.4839,19,73,2.2077,7339,3016,91.2097,0.0898401,6825,48,48,0,1.4516,2922,2556,15,2217,2371,15,705,185,0,2,2,2,0,4,2,3849,3241,23,3500,3112,25,349,129,-2,2,2,3,0,5,
ESPORTSTMNT01/1691645,complete,LCK,2021,0,2021/1/17 6:05,1,11.01,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Alistar,1685,0,0,5,3,5,18,0,0,0,0,0,0,0,0,0.178,0.819,0,1,2854,101.6261,0.0744936,590.7418,675.7033,49,1.7448,6,0.2136,18,68,2.4214,5398,1685,60,0.0748689,4450,28,28,0,0.997,2059,2210,14,2107,2727,15,-48,-517,-1,0,0,0,0,0,0,3167,3204,23,3546,3935,21,-379,-731,2,0,1,2,1,1,
ESPORTSTMNT01/1691645,complete,LCK,2021,0,2021/1/17 6:05,1,11.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Galio,1685,1,1,2,13,18,5,0,0,0,0,0,0,0,0,0.6409,0.819,1,0,5684,202.3976,0.0721466,435.0979,649.9585,41,1.4599,14,0.4985,13,77,2.7418,7527,3814,135.8101,0.0913599,6425,41,41,0,1.4599,2107,2727,15,2059,2210,14,48,517,1,0,0,0,0,0,0,3546,3935,21,3167,3204,23,379,731,-2,1,1,1,0,1,
ESPORTSTMNT01/1691675,complete,LCK,2021,0,2021/1/17 8:36,2,11.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Maokai,1740,1,0,0,6,11,4,0,0,0,0,0,0,0,0,0.3793,0.5172,0,0,11927,411.2759,0.174755,248.4138,165.1034,38,1.3103,14,0.4828,12,82,2.8276,6940,3115,107.4138,0.0797991,5950,36,36,0,1.2414,2169,2386,16,2476,2314,16,-307,72,0,0,0,0,1,0,0,3578,3491,28,3503,3439,24,75,52,4,0,0,0,1,0,
ESPORTSTMNT01/1691675,complete,LCK,2021,0,2021/1/17 8:36,2,11.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Leona,1740,0,1,2,1,4,11,0,0,0,0,0,0,0,0,0.1379,0.5172,0,0,2976,102.6207,0.0895145,323.2759,339.2759,59,2.0345,10,0.3448,19,83,2.8621,5890,2065,71.2069,0.0857831,5575,33,33,0,1.1379,2476,2314,16,2169,2386,16,307,-72,0,1,0,0,0,0,0,3503,3439,24,3578,3491,28,-75,-52,-4,1,0,0,0,0,
ESPORTSTMNT01/1691681,complete,LCK,2021,0,2021/1/17 9:30,1,11.01,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Rell,1874,1,0,4,12,20,11,0,0,0,0,0,0,0,0,0.6403,0.9925,0,0,3555,113.8207,0.0562972,409.5945,476.8623,59,1.889,11,0.3522,20,93,2.9776,7370,3271,104.7279,0.0801113,6750,31,31,0,0.9925,2271,2552,15,2378,2810,19,-107,-258,-4,0,1,1,0,2,0,3549,3884,25,3375,3625,26,174,259,-1,0,2,1,0,2,
ESPORTSTMNT01/1691681,complete,LCK,2021,0,2021/1/17 9:30,1,11.01,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Galio,1874,0,0,5,10,11,20,0,0,0,0,0,0,0,0,0.3522,0.9925,0,0,5636,180.4482,0.105579,374.3436,615.4642,54,1.7289,14,0.4482,21,85,2.7215,6767,2668,85.4216,0.0781475,6700,40,40,0,1.2807,2378,2810,19,2271,2552,15,107,258,4,0,2,0,0,1,1,3375,3625,26,3549,3884,25,-174,-259,1,0,2,0,0,2,
ESPORTSTMNT01/1691701,complete,LCK,2021,0,2021/1/17 11:13,2,11.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Thresh,2420,0,1,6,9,13,19,0,0,0,0,0,0,0,0,0.3223,0.7934,0,0,2330,57.7686,0.0276518,417.3719,314.9008,67,1.6612,16,0.3967,23,88,2.1818,8337,3125,77.4793,0.0706811,8075,37,37,0,0.9174,2082,2285,14,2330,3134,10,-248,-849,4,0,0,0,0,2,0,3235,3959,26,3647,4284,18,-412,-325,8,0,0,1,1,2,
ESPORTSTMNT01/1691701,complete,LCK,2021,0,2021/1/17 11:13,2,11.01,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Seraphine,2420,1,2,2,15,19,13,0,0,0,0,1,0,1,0,0.4711,0.7934,0,0,8779,217.6612,0.0961366,421.3388,324.9917,61,1.5124,19,0.4711,20,109,2.7025,11709,6497,161.0826,0.126211,10770,58,50,8,1.438,2330,3134,10,2082,2285,14,248,849,-4,0,2,0,0,0,0,3647,4284,18,3235,3959,26,412,325,-8,1,2,0,0,0,
ESPORTSTMNT01/1683103,complete,LCK,2021,0,2021/1/20 7:19,1,11.01,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Leona,2054,1,2,2,2,15,8,0,0,0,0,0,0,0,0,0.4382,0.6719,0,0,4878,142.4927,0.101393,277.4197,451.11,61,1.7819,18,0.5258,20,102,2.9796,8502,4036,117.8968,0.0935285,7140,44,44,0,1.2853,2070,2345,13,2110,2693,18,-40,-348,-5,0,0,0,0,0,0,3093,3802,20,3551,3761,22,-458,41,-2,0,1,2,1,2,
ESPORTSTMNT01/1683103,complete,LCK,2021,0,2021/1/20 7:19,1,11.01,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Shen,2054,0,2,3,3,8,15,0,0,0,0,1,1,0,0,0.2337,0.6719,0,0,2697,78.7829,0.0698397,429.1431,399.4645,62,1.8111,15,0.4382,25,101,2.9503,7752,3286,95.9883,0.0864318,7550,42,42,0,1.2269,2110,2693,18,2070,2345,13,40,348,5,0,0,0,0,0,0,3551,3761,22,3093,3802,20,458,-41,2,1,2,2,0,1,
ESPORTSTMNT01/1683114,complete,LCK,2021,0,2021/1/20 8:43,2,11.01,5,Blue,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Rell,1554,0,0,4,0,1,18,0,0,0,0,0,0,0,0,0.0386,0.7336,0,0,2261,87.2973,0.0857869,343.7066,399.4208,36,1.39,7,0.2703,15,65,2.5097,5038,1592,61.4672,0.0758058,5125,33,33,0,1.2741,1963,2174,13,2647,2947,13,-684,-773,0,0,0,1,1,3,0,3087,3927,24,3559,3903,17,-472,24,7,0,0,1,1,3,
ESPORTSTMNT01/1683114,complete,LCK,2021,0,2021/1/20 8:43,2,11.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Nautilus,1554,1,1,1,14,18,1,0,0,0,0,1,1,0,0,0.695,0.7336,0,0,4946,190.9653,0.104069,260.5792,439.5753,43,1.6602,11,0.4247,17,74,2.8571,7030,3584,138.3784,0.0996863,6325,28,28,0,1.0811,2647,2947,13,1963,2174,13,684,773,0,1,3,0,0,0,1,3559,3903,17,3087,3927,24,472,-24,-7,1,3,0,0,0,
ESPORTSTMNT01/1683124,complete,LCK,2021,0,2021/1/20 9:44,1,11.01,5,Blue,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Rakan,1910,0,0,1,4,5,10,0,0,0,0,0,0,0,0,0.1571,0.4712,0,0,4085,128.3246,0.102143,264.0628,294.2827,81,2.5445,21,0.6597,15,119,3.7382,6764,2592,81.4241,0.0787435,6225,45,44,1,1.4136,2215,3059,18,2126,2698,13,89,361,5,0,0,0,0,0,0,3328,4015,27,3225,3669,25,103,346,2,0,1,0,0,1,
ESPORTSTMNT01/1683124,complete,LCK,2021,0,2021/1/20 9:44,1,11.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rell,1910,1,0,2,7,10,6,0,0,0,0,0,0,0,0,0.3141,0.4712,0,0,3024,94.9948,0.0556537,337.5393,303.2356,53,1.6649,19,0.5969,15,85,2.6702,7327,3155,99.1099,0.082215,6025,41,41,0,1.288,2126,2698,13,2215,3059,18,-89,-361,-5,0,0,0,0,0,0,3225,3669,25,3328,4015,27,-103,-346,-2,0,1,1,0,1,
ESPORTSTMNT01/1683151,complete,LCK,2021,0,2021/1/20 11:16,2,11.01,5,Blue,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rell,2010,0,0,7,4,7,22,0,0,0,0,1,0,1,0,0.209,0.8657,0,0,5550,165.6716,0.0934296,483.0746,560.1194,50,1.4925,10,0.2985,15,87,2.597,6728,2352,70.209,0.0703897,6425,30,30,0,0.8955,2217,2498,14,2121,2512,13,96,-14,1,0,0,0,0,0,0,3580,3654,23,3680,3919,20,-100,-265,3,0,1,1,2,0,
ESPORTSTMNT01/1683151,complete,LCK,2021,0,2021/1/20 11:16,2,11.01,10,Red,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Rakan,2010,1,3,1,15,22,7,0,0,0,0,0,0,0,0,0.6567,0.8657,0,0,6027,179.9104,0.0780629,274.6567,391.6418,61,1.8209,9,0.2687,12,93,2.7761,8806,4430,132.2388,0.099912,7300,33,33,0,0.9851,2121,2512,13,2217,2498,14,-96,14,-1,0,0,0,0,0,0,3680,3919,20,3580,3654,23,100,265,-3,2,0,0,0,1,
ESPORTSTMNT01/1683165,complete,LCK,2021,0,2021/1/20 12:23,3,11.01,5,Blue,sup,Pleata,oe:player:7fdedd3126915607d5c8f42f8239253,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Rell,2588,1,1,2,15,23,12,0,0,0,0,0,0,0,0,0.5332,0.8114,0,0,4102,95.1005,0.0486538,357.8439,514.9845,83,1.9243,14,0.3246,22,121,2.8053,9754,4199,97.3493,0.081026,9000,44,44,0,1.0201,1958,2380,13,2246,2599,17,-288,-219,-4,0,0,0,0,1,0,2908,3210,21,3387,3313,23,-479,-103,-2,0,0,0,0,2,
ESPORTSTMNT01/1683165,complete,LCK,2021,0,2021/1/20 12:23,3,11.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Rakan,2588,0,0,3,8,12,23,0,0,0,0,0,0,0,0,0.2782,0.8114,0,0,4850,112.442,0.0591759,267.8671,282.7743,132,3.0603,18,0.4173,27,182,4.2195,9286,3731,86.4992,0.07448,8975,45,45,0,1.0433,2246,2599,17,1958,2380,13,288,219,4,0,1,0,0,0,0,3387,3313,23,2908,3210,21,479,103,2,0,2,0,0,0,
ESPORTSTMNT01/1693483,complete,LCK,2021,0,2021/1/21 6:46,1,11.01,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Thresh,2245,1,0,2,11,13,8,0,0,0,0,0,0,0,0,0.3474,0.5612,0,0,2320,62.0045,0.0369833,362.1381,290.3786,64,1.7105,20,0.5345,17,94,2.5122,8970,4115,109.9777,0.0918048,8125,47,47,0,1.2561,2213,2599,15,1907,1871,10,306,728,5,0,1,0,0,0,1,3519,3963,27,3092,3577,20,427,386,7,0,1,0,0,0,
ESPORTSTMNT01/1693483,complete,LCK,2021,0,2021/1/21 6:46,1,11.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Rell,2245,0,0,4,4,8,13,0,0,0,0,0,0,0,0,0.2138,0.5612,0,0,2541,67.9109,0.0484221,375.7149,495.2339,73,1.951,10,0.2673,26,98,2.6192,7426,2571,68.7127,0.0668452,7000,33,33,0,0.882,1907,1871,10,2213,2599,15,-306,-728,-5,0,0,1,0,1,0,3092,3577,20,3519,3963,27,-427,-386,-7,0,0,1,0,1,
ESPORTSTMNT01/1693567,complete,LCK,2021,0,2021/1/21 8:43,2,11.01,5,Blue,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jarvan IV,1646,1,2,1,10,15,6,0,0,0,0,1,1,0,0,0.5468,0.729,1,0,7066,257.5699,0.114613,178.7971,170.2309,38,1.3852,19,0.6926,13,78,2.8433,7810,4177,152.26,0.108836,7525,20,20,0,0.729,2532,2378,0,2109,2835,16,423,-457,-16,1,0,0,0,0,0,3446,3426,5,3134,3795,25,312,-369,-20,1,0,0,0,0,
ESPORTSTMNT01/1693567,complete,LCK,2021,0,2021/1/21 8:43,2,11.01,10,Red,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Alistar,1646,0,0,3,1,5,16,0,0,0,0,0,0,0,0,0.1823,0.729,0,1,1891,68.9307,0.0437044,484.0462,506.5006,38,1.3852,12,0.4374,14,67,2.4423,5366,1733,63.1713,0.0718791,5100,36,36,0,1.3123,2109,2835,16,2532,2378,0,-423,457,16,0,0,0,1,0,0,3134,3795,25,3446,3426,5,-312,369,20,0,0,0,1,0,
ESPORTSTMNT01/1693576,complete,LCK,2021,0,2021/1/21 9:37,3,11.01,5,Blue,sup,Keria,oe:player:db79ce6ad35451c938fbe2995dabd37,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Thresh,2038,0,1,2,4,11,17,0,0,0,0,0,0,0,0,0.3238,0.8243,0,0,1936,56.9971,0.0349913,336.9774,230.1079,59,1.737,16,0.4711,21,72,2.1197,6937,2504,73.7193,0.0724326,6725,51,51,0,1.5015,2234,2562,22,2684,2552,0,-450,10,22,0,0,0,1,2,0,3350,3866,30,3621,3021,2,-271,845,28,0,1,0,1,3,
ESPORTSTMNT01/1693576,complete,LCK,2021,0,2021/1/21 9:37,3,11.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Jarvan IV,2038,1,2,4,12,17,11,0,0,0,0,0,0,0,0,0.5005,0.8243,0,0,4438,130.6575,0.0829006,420.5888,265.9078,60,1.7664,13,0.3827,21,91,2.6791,8962,4529,133.3366,0.110838,7975,16,16,0,0.4711,2684,2552,0,2234,2562,22,450,-10,-22,1,2,0,0,0,0,3621,3021,2,3350,3866,30,271,-845,-28,1,3,1,0,1,
ESPORTSTMNT01/1693596,complete,LCK,2021,0,2021/1/21 10:36,1,11.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Galio,2184,0,1,4,4,5,15,0,0,0,0,0,0,0,0,0.1374,0.5495,0,0,6881,189.0385,0.104735,514.1209,672.967,76,2.0879,21,0.5769,27,100,2.7473,7721,2990,82.1429,0.0802971,7600,52,52,0,1.4286,2148,2688,17,2101,2427,13,47,261,4,0,0,0,0,0,0,3501,3728,25,3075,3219,21,426,509,4,1,0,1,0,1,
ESPORTSTMNT01/1693596,complete,LCK,2021,0,2021/1/21 10:36,1,11.01,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Alistar,2184,1,0,3,9,15,5,0,0,0,0,0,0,0,0,0.4121,0.5495,0,0,4000,109.8901,0.0512775,578.7363,667.9945,62,1.7033,15,0.4121,21,109,2.9945,8394,3663,100.6319,0.0835429,8225,35,35,0,0.9615,2101,2427,13,2148,2688,17,-47,-261,-4,0,0,0,0,0,0,3075,3219,21,3501,3728,25,-426,-509,-4,0,1,0,1,0,
ESPORTSTMNT01/1693626,complete,LCK,2021,0,2021/1/21 12:18,2,11.01,5,Blue,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Alistar,2011,1,0,3,14,16,8,0,0,0,0,0,0,0,0,0.4774,0.7161,0,0,5039,150.3431,0.0708252,537.822,495.7832,57,1.7006,11,0.3282,15,96,2.8642,7760,3382,100.905,0.0856609,6825,38,38,0,1.1338,2097,2440,15,2120,2407,14,-23,33,1,0,0,1,0,1,0,3269,3820,26,3707,3679,31,-438,141,-5,0,1,2,1,1,
ESPORTSTMNT01/1693626,complete,LCK,2021,0,2021/1/21 12:18,2,11.01,10,Red,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Galio,2011,0,1,5,6,8,16,0,0,0,0,0,0,0,0,0.2387,0.7161,0,0,8449,252.0835,0.120624,541.1338,832.1233,57,1.7006,19,0.5669,17,91,2.7151,7638,3260,97.265,0.0955137,7125,53,49,4,1.5813,2120,2407,14,2097,2440,15,23,-33,-1,0,1,0,0,0,1,3707,3679,31,3269,3820,26,438,-141,5,1,1,0,0,1,
ESPORTSTMNT01/1693931,complete,LCK,2021,0,2021/1/22 4:37,1,11.01,5,Blue,sup,Zzus,oe:player:2df72e2c6d92a7c074a408f7bda4a0b,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Alistar,2001,1,1,2,11,18,14,0,0,0,0,0,0,0,1,0.5397,0.9595,0,0,4277,128.2459,0.0619379,462.7586,437.991,59,1.7691,15,0.4498,20,93,2.7886,8280,3922,117.6012,0.0903628,6900,38,34,4,1.1394,1978,1964,11,2259,2563,13,-281,-599,-2,0,0,1,0,2,0,2931,2698,15,3366,3675,24,-435,-977,-9,0,1,1,0,2,
ESPORTSTMNT01/1693931,complete,LCK,2021,0,2021/1/22 4:37,1,11.01,10,Red,sup,Vsta,oe:player:16c1637b4b44b008b4d6627f68ae30a,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Shen,2001,0,1,3,7,14,18,0,0,0,0,1,0,1,0,0.4198,0.9595,0,0,4601,137.961,0.0639703,345.6072,545.937,88,2.6387,21,0.6297,22,150,4.4978,7430,3072,92.1139,0.0863682,6925,49,49,0,1.4693,2259,2563,13,1978,1964,11,281,599,2,0,2,0,0,0,1,3366,3675,24,2931,2698,15,435,977,9,0,2,0,0,1,
