wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,assistsat15,assists
52,1.6622,4,0.1279,17,79,2.5253,2,7
36,1.2819,17,0.6053,13,88,3.1335,3,14
49,1.7448,10,0.3561,17,78,2.7774,0,0
39,1.6714,9,0.3857,10,77,3.3,3,9
25,1.0714,8,0.3429,8,49,2.1,0,0
44,1.465,11,0.3663,12,101,3.3629,1,7
36,1.1987,5,0.1665,11,54,1.798,1,3
29,1.2185,7,0.2941,9,48,2.0168,0,2
36,1.5126,9,0.3782,9,79,3.3193,1,10
37,1.3373,10,0.3614,10,75,2.7108,1,2
43,1.5542,3,0.1084,11,73,2.6386,5,10
34,1.0429,1,0.0307,8,69,2.1166,0,1
44,1.3497,11,0.3374,12,71,2.1779,0,10
75,1.6911,13,0.2931,20,123,2.7734,0,8
70,1.5784,14,0.3157,19,136,3.0665,0,4
63,1.6492,20,0.5236,17,129,3.377,1,10
66,1.7277,9,0.2356,16,96,2.5131,0,1
55,1.694,10,0.308,12,104,3.2033,0,2
57,1.7556,4,0.1232,18,88,2.7105,0,7
63,1.8138,22,0.6334,19,114,3.2821,3,6
58,1.6699,17,0.4894,23,101,2.9079,2,5
51,2.062,29,1.1725,12,112,4.5283,0,3
53,2.1429,23,0.9299,11,85,3.4367,2,11
0,0,14,0.5273,17,81,3.0508,1,2
0,0,6,0.226,8,60,2.2599,1,6
0,0,11,0.3487,16,68,2.1553,3,9
0,0,33,1.046,11,158,5.0079,3,5
0,0,17,0.4398,19,120,3.1048,2,7
0,0,23,0.5951,18,156,4.0362,0,4
0,0,21,0.6032,25,161,4.6242,0,4
0,0,31,0.8904,20,150,4.3083,2,12
0,0,8,0.2486,20,98,3.0451,0,5
0,0,5,0.1554,14,79,2.4547,0,7
0,0,14,0.4391,11,98,3.0737,0,0
0,0,10,0.3136,17,94,2.9482,0,11
0,0,11,0.3729,14,105,3.5593,0,1
0,0,9,0.3051,11,87,2.9492,0,8
0,0,21,0.5974,18,135,3.8407,3,11
0,0,8,0.2276,18,108,3.0725,3,5
0,0,12,0.4162,16,109,3.7803,3,6
0,0,8,0.2775,13,92,3.1908,2,12
0,0,10,0.3762,16,83,3.1223,2,14
0,0,7,0.2633,12,55,2.069,1,2
0,0,12,0.4648,13,74,2.8664,3,15
0,0,10,0.3873,16,71,2.7502,0,3
0,0,20,0.5882,19,135,3.9706,1,2
0,0,26,0.7647,23,124,3.6471,1,11
0,0,8,0.2456,12,91,2.7943,3,8
0,0,18,0.5527,22,103,3.1627,0,2
0,0,19,0.6146,14,90,2.9111,1,4
0,0,14,0.4528,12,90,2.9111,1,10
0,0,19,0.6162,14,119,3.8595,1,9
0,0,11,0.3568,18,91,2.9514,0,5
0,0,24,0.5921,21,155,3.824,0,6
0,0,19,0.4688,23,152,3.75,0,3
0,0,18,0.4346,27,166,4.008,0,0
0,0,16,0.3863,24,151,3.6459,1,12
0,0,8,0.2755,12,78,2.6866,0,3
0,0,14,0.4822,11,87,2.9966,3,11
0,0,7,0.2711,12,55,2.1304,2,2
0,0,13,0.5036,11,77,2.9826,1,11
0,0,15,0.3896,30,116,3.013,4,11
0,0,19,0.4935,14,158,4.1039,3,17
0,0,24,0.8669,12,142,5.1294,3,14
0,0,15,0.5418,13,75,2.7092,1,7
0,0,33,0.7503,19,215,4.8882,2,8
0,0,38,0.864,20,229,5.2065,2,8
0,0,9,0.2734,23,94,2.8557,2,2
0,0,19,0.5772,20,125,3.7975,1,6
0,0,21,0.6915,12,120,3.9517,0,0
0,0,27,0.8891,16,109,3.5895,1,8
0,0,4,0.1351,13,61,2.0597,3,7
0,0,16,0.5402,12,116,3.9167,0,10
0,0,7,0.1958,23,88,2.4615,3,8
0,0,15,0.4196,12,125,3.4965,0,12
0,0,1,0.0358,13,52,1.8638,1,1
0,0,10,0.3584,15,87,3.1183,3,12
0,0,10,0.3178,18,99,3.1462,0,4
0,0,8,0.2542,19,78,2.4788,0,5
0,0,21,0.5658,18,118,3.1792,0,12
0,0,20,0.5388,21,133,3.5833,0,4
0,0,28,0.657,27,159,3.7309,1,9
0,0,15,0.352,27,121,2.8393,0,2
0,0,10,0.33,15,93,3.0693,1,6
0,0,10,0.33,15,86,2.8383,0,3
0,0,3,0.0978,18,74,2.4117,1,11
0,0,9,0.2933,24,88,2.868,2,8
0,0,22,0.7928,12,127,4.5766,6,10
0,0,23,0.8288,9,116,4.1802,4,11
0,0,8,0.3063,7,64,2.4505,1,13
0,0,6,0.2297,9,38,1.455,0,3
0,0,11,0.4052,11,58,2.1363,1,2
0,0,11,0.4052,9,78,2.8729,2,12
0,0,22,0.6027,20,175,4.7945,1,17
0,0,16,0.4384,18,132,3.6164,0,7
0,0,18,0.4625,21,153,3.9315,0,6
0,0,22,0.5653,27,148,3.803,1,18
0,0,6,0.2512,9,54,2.261,1,6
0,0,6,0.2512,10,46,1.926,0,1
0,0,10,0.3683,14,95,3.4991,2,8
0,0,11,0.4052,11,50,1.8416,2,5
0,0,25,0.4828,31,155,2.9932,0,18
0,0,44,0.8497,22,298,5.7547,1,2
0,0,50,1.2464,14,273,6.8052,1,10
0,0,18,0.4487,23,96,2.393,2,6
0,0,8,0.2692,8,66,2.221,0,4
0,0,12,0.4038,14,89,2.995,2,13
0,0,16,0.3746,24,156,3.652,1,10
0,0,18,0.4214,19,126,2.9497,1,7
0,0,22,0.666,17,120,3.6327,1,7
0,0,10,0.3027,19,110,3.33,3,4
0,0,25,0.538,29,189,4.0674,3,11
0,0,33,0.7102,31,176,3.7877,2,19
0,0,8,0.2741,13,82,2.8098,1,5
0,0,13,0.4455,13,85,2.9126,2,2
0,0,14,0.4767,13,117,3.9841,2,2
0,0,7,0.2384,11,70,2.3837,0,13
25,1.1538,3,0.1385,8,47,2.1692,0,0
35,1.6154,3,0.1385,8,59,2.7231,4,8
52,1.789,10,0.344,11,113,3.8876,2,4
57,1.961,13,0.4472,12,113,3.8876,5,10
29,1.0695,20,0.7376,14,85,3.1346,0,4
38,1.4014,6,0.2213,15,72,2.6552,0,8
39,1.5294,11,0.4314,14,75,2.9412,3,14
26,1.0196,7,0.2745,10,49,1.9216,1,3
78,2.0499,10,0.2628,26,129,3.3903,2,12
75,1.9711,13,0.3417,17,128,3.364,1,4
41,1.4154,11,0.3797,9,92,3.1761,5,15
44,1.519,9,0.3107,12,82,2.8308,4,4
61,1.6516,17,0.4603,14,138,3.7365,2,3
79,2.139,12,0.3249,22,123,3.3303,0,8
25,1.0033,4,0.1605,9,44,1.7659,2,12
28,1.1237,6,0.2408,9,50,2.0067,1,3
13,0.7222,6,0.3333,5,36,2,1,3
22,1.2222,4,0.2222,7,49,2.7222,5,10
41,1.3797,12,0.4038,12,91,3.0623,3,13
47,1.5816,13,0.4375,15,87,2.9277,0,3
106,2.1589,28,0.5703,32,181,3.6864,1,18
89,1.8126,25,0.5092,27,156,3.1772,1,14
47,1.5807,13,0.4372,13,81,2.7242,0,1
48,1.6143,13,0.4372,16,101,3.3969,1,11
28,1.2834,9,0.4125,9,59,2.7044,0,2
26,1.1917,9,0.4125,10,49,2.246,1,5
63,1.8778,8,0.2385,21,92,2.7422,2,7
61,1.8182,7,0.2086,16,112,3.3383,0,2
58,1.654,15,0.4278,15,108,3.0798,1,1
86,2.4525,18,0.5133,21,147,4.192,0,4
40,1.3644,19,0.6481,9,80,2.7288,0,2
50,1.7055,11,0.3752,16,89,3.0358,0,13
58,1.7755,11,0.3367,22,91,2.7857,6,6
57,1.7449,27,0.8265,22,122,3.7347,1,7
116,3.1323,19,0.5131,21,164,4.4284,1,13
72,1.9442,21,0.5671,27,114,3.0783,0,3
42,1.5385,15,0.5495,13,82,3.0037,1,10
35,1.2821,9,0.3297,12,68,2.4908,0,6
69,1.7715,15,0.3851,22,128,3.2863,1,3
64,1.6431,18,0.4621,19,126,3.2349,1,5
44,1.6216,5,0.1843,14,63,2.3219,0,0
31,1.1425,20,0.7371,13,82,3.0221,3,10
37,1.5449,5,0.2088,10,57,2.38,0,1
26,1.0856,13,0.5428,9,68,2.8392,2,11
51,1.7556,8,0.2754,15,82,2.8227,0,6
61,2.0998,15,0.5164,18,111,3.821,0,1
65,1.8598,27,0.7725,21,131,3.7482,0,10
54,1.5451,13,0.372,17,98,2.804,2,9
86,2.5761,20,0.5991,15,147,4.4034,1,9
60,1.7973,23,0.689,19,112,3.355,0,4
40,1.5171,16,0.6068,14,74,2.8066,1,11
52,1.9722,8,0.3034,14,84,3.1858,0,4
55,1.5449,12,0.3371,20,118,3.3146,3,7
59,1.6573,12,0.3371,17,99,2.7809,1,2
70,1.9508,12,0.3344,14,119,3.3163,1,7
82,2.2852,16,0.4459,21,148,4.1245,2,5
73,2.0231,20,0.5543,24,141,3.9076,2,7
79,2.1894,13,0.3603,20,125,3.4642,1,3
35,1.3183,9,0.339,9,82,3.0885,1,8
41,1.5443,7,0.2637,12,66,2.4859,0,2
43,1.4527,8,0.2703,18,64,2.1622,1,2
39,1.3176,16,0.5405,8,101,3.4122,3,10
38,1.5553,4,0.1637,12,50,2.0464,2,11
28,1.146,11,0.4502,10,58,2.3738,0,0
57,1.8527,10,0.325,18,95,3.0878,3,7
49,1.5926,15,0.4875,12,102,3.3153,3,7
39,1.6138,15,0.6207,14,91,3.7655,4,8
32,1.3241,4,0.1655,10,52,2.1517,0,0
33,1.2849,10,0.3894,10,66,2.5698,2,3
47,1.83,14,0.5451,13,92,3.5821,3,18
54,1.8441,16,0.5464,16,105,3.5857,0,3
42,1.4343,15,0.5122,13,95,3.2442,0,5
55,1.9119,7,0.2433,21,81,2.8158,2,4
44,1.5295,7,0.2433,15,81,2.8158,4,12
49,1.5289,8,0.2496,16,74,2.3089,0,2
50,1.5601,25,0.78,17,120,3.7441,1,11
32,1.1881,12,0.4455,12,73,2.7104,1,4
38,1.4109,9,0.3342,11,79,2.9332,5,14
50,1.5593,18,0.5613,19,105,3.2744,1,3
51,1.5904,18,0.5613,16,118,3.6798,2,13
77,1.895,12,0.2953,17,143,3.5193,2,13
65,1.5997,8,0.1969,17,111,2.7317,0,16
57,1.6041,13,0.3659,20,111,3.1238,4,17
79,2.2233,12,0.3377,20,111,3.1238,1,6
26,1.1556,5,0.2222,8,44,1.9556,2,10
22,0.9778,7,0.3111,9,44,1.9556,1,2
74,1.9491,13,0.3424,24,123,3.2397,0,6
72,1.8964,15,0.3951,22,143,3.7665,2,11
47,1.7928,8,0.3051,14,93,3.5474,2,13
37,1.4113,15,0.5722,10,82,3.1278,0,2
52,1.7059,29,0.9513,18,128,4.199,1,4
88,2.8868,27,0.8857,14,162,5.3144,2,14
38,1.2298,20,0.6472,12,93,3.0097,1,10
68,2.2006,19,0.6149,12,128,4.1424,1,7
73,1.867,22,0.5627,19,133,3.4015,2,16
67,1.7136,11,0.2813,17,119,3.0435,2,7
118,2.7581,44,1.0284,21,232,5.4227,2,12
104,2.4309,29,0.6778,19,161,3.7631,0,8
62,1.5328,15,0.3708,19,124,3.0655,0,13
67,1.6564,21,0.5192,23,116,2.8677,2,4
59,1.8466,13,0.4069,21,96,3.0047,2,4
47,1.471,18,0.5634,14,94,2.9421,2,6
53,1.6754,15,0.4742,10,107,3.3825,5,12
60,1.8967,20,0.6322,20,110,3.4773,1,5
80,2.7073,31,1.0491,12,176,5.956,0,5
33,1.1168,4,0.1354,9,49,1.6582,0,3
50,1.3799,13,0.3588,18,103,2.8427,1,11
66,1.8215,13,0.3588,19,123,3.3947,2,9
42,1.598,7,0.2663,17,78,2.9677,2,4
45,1.7121,7,0.2663,13,72,2.7394,3,8
68,1.9074,16,0.4488,24,105,2.9453,2,4
71,1.9916,13,0.3647,21,124,3.4783,3,9
59,2.0775,12,0.4225,11,92,3.2394,0,0
45,1.5845,16,0.5634,16,95,3.3451,3,9
91,2.7097,22,0.6551,17,128,3.8114,3,4
52,1.5484,10,0.2978,14,92,2.7395,0,12
47,1.339,10,0.2849,15,87,2.4786,0,2
66,1.8803,9,0.2564,20,101,2.8775,3,11
53,1.5085,27,0.7685,18,120,3.4156,4,5
61,1.7362,11,0.3131,21,93,2.6471,3,14
68,1.9182,17,0.4795,21,137,3.8646,0,3
62,1.7489,23,0.6488,18,119,3.3568,0,14
50,1.7361,23,0.7986,15,102,3.5417,0,4
83,2.8819,16,0.5556,16,117,4.0625,0,9
53,1.8739,20,0.7071,14,111,3.9246,1,8
54,1.9093,15,0.5303,19,97,3.4296,0,2
60,1.9088,14,0.4454,19,107,3.404,2,14
67,2.1315,12,0.3818,20,112,3.5631,2,4
74,1.8942,23,0.5887,19,166,4.2491,2,11
77,1.971,18,0.4608,25,136,3.4812,3,11
40,1.4972,11,0.4117,13,94,3.5184,4,8
63,2.3581,12,0.4492,15,81,3.0318,1,1
75,1.9815,24,0.6341,23,150,3.963,1,9
97,2.5627,23,0.6077,18,169,4.465,1,15
43,1.8429,10,0.4286,13,74,3.1714,3,5
27,1.1571,4,0.1714,8,50,2.1429,2,4
25,1.1905,4,0.1905,5,58,2.7619,1,3
27,1.2857,1,0.0476,6,35,1.6667,3,12
35,1.2868,9,0.3309,12,68,2.5,1,11
37,1.3603,10,0.3676,13,72,2.6471,0,1
35,1.3376,6,0.2293,14,66,2.5223,0,7
30,1.1465,10,0.3822,8,56,2.1401,1,2
48,1.6308,7,0.2378,14,65,2.2084,0,5
47,1.5968,14,0.4757,17,97,3.2956,0,6
46,1.6131,8,0.2805,14,87,3.0508,1,10
45,1.578,5,0.1753,18,58,2.0339,1,5
65,2.3494,16,0.5783,13,112,4.0482,1,8
39,1.4096,18,0.6506,12,83,3,0,0
48,1.4008,14,0.4086,14,88,2.5681,0,2
81,2.3638,16,0.4669,16,131,3.823,0,7
59,1.9344,14,0.459,13,102,3.3443,2,4
51,1.6721,17,0.5574,18,104,3.4098,5,13
43,1.4454,21,0.7059,13,116,3.8992,0,5
51,1.7143,15,0.5042,13,90,3.0252,0,1
57,1.7449,10,0.3061,18,98,3,0,9
60,1.8367,4,0.1224,19,83,2.5408,2,10
51,1.6277,16,0.5106,20,98,3.1277,3,5
61,1.9468,7,0.2234,17,89,2.8404,4,10
55,1.6871,4,0.1227,17,77,2.362,1,8
54,1.6564,10,0.3067,18,89,2.7301,1,1
69,1.8433,22,0.5877,21,115,3.0721,3,14
104,2.7783,21,0.561,20,165,4.4078,5,13
54,1.7618,15,0.4894,16,103,3.3605,2,9
51,1.6639,16,0.522,17,94,3.0669,1,1
72,2.0187,12,0.3364,18,125,3.5047,4,16
70,1.9626,11,0.3084,20,108,3.028,3,5
129,2.3519,23,0.4193,46,217,3.9562,2,22
119,2.1696,17,0.3099,36,173,3.1541,4,14
42,1.4433,7,0.2405,12,78,2.6804,4,12
64,2.1993,21,0.7216,17,95,3.2646,0,1
72,1.8677,11,0.2853,20,103,2.6719,0,4
61,1.5824,23,0.5966,15,156,4.0467,0,7
49,1.6705,7,0.2386,15,94,3.2045,2,10
53,1.8068,10,0.3409,12,94,3.2045,1,5
45,1.6285,8,0.2895,11,93,3.3655,1,10
50,1.8094,8,0.2895,15,73,2.6417,1,4
73,1.9677,10,0.2695,24,116,3.1267,5,20
62,1.6712,16,0.4313,21,131,3.531,3,6
79,1.9595,17,0.4217,22,142,3.5221,0,9
87,2.1579,14,0.3473,25,132,3.2741,2,16
92,2.0566,16,0.3577,25,164,3.6662,1,10
105,2.3472,12,0.2683,28,118,2.6379,1,7
56,1.8802,4,0.1343,16,80,2.6861,3,11
49,1.6452,16,0.5372,11,110,3.6933,0,4
78,1.8788,23,0.554,25,135,3.2517,1,11
113,2.7218,20,0.4817,15,173,4.167,2,4
58,1.8106,18,0.5619,18,108,3.3715,0,0
73,2.2789,16,0.4995,13,120,3.7461,0,5
110,2.6506,23,0.5542,14,170,4.0964,0,10
121,2.9157,32,0.7711,24,188,4.5301,1,8
97,2.8798,23,0.6828,17,162,4.8095,3,9
71,2.1079,17,0.5047,20,125,3.711,2,7
62,1.8769,10,0.3027,14,102,3.0878,0,2
86,2.6034,19,0.5752,15,132,3.996,0,8
59,1.7798,5,0.1508,17,93,2.8054,4,11
84,2.5339,24,0.724,20,135,4.0724,4,4
64,1.7852,9,0.251,21,96,2.6778,1,4
58,1.6179,6,0.1674,19,108,3.0126,1,9
51,1.7822,8,0.2796,17,68,2.3762,0,1
38,1.3279,13,0.4543,12,98,3.4246,1,10
81,2.1523,12,0.3189,21,109,2.8964,0,3
78,2.0726,40,1.0629,19,199,5.2879,1,17
84,2.242,11,0.2936,22,106,2.8292,2,7
76,2.0285,8,0.2135,22,124,3.3096,3,14
47,1.654,3,0.1056,14,68,2.393,3,7
41,1.4428,14,0.4927,11,103,3.6246,2,5
47,1.3486,12,0.3443,14,100,2.8694,0,18
74,2.1234,10,0.2869,21,103,2.9555,2,9
