gameid,league,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT04_2661049,LCK,Spring,0,2023/1/18 11:59,2,13.01,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Ahri,1939,0,0,5,5,6,24,0,0,0,0,0,0,0,0,0.1857,0.9283,18843,583.0737,0.29152,710.3455,424.425,5,0.1547,13,0.4023,4,38,1.1759,10268,6037,186.8076,0.193103,9750,243,243,0,7.5193,3234,4842,93,3195,4837,88,39,5,5,0,0,0,0,0,0,5230,7869,156,5096,8067,155,134,-198,1,0,0,0,0,0,0
ESPORTSTMNT04_2661049,LCK,Spring,0,2023/1/18 11:59,2,13.01,9,Red,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Zeri,1939,0,1,5,0,6,24,0,0,0,0,0,0,0,0,0.1857,0.9283,11787,364.7344,0.182357,686.2713,784.8272,13,0.4023,11,0.3404,5,37,1.1449,12264,8033,248.5714,0.256951,11525,325,290,35,10.0567,3358,3045,85,3540,3350,95,-182,-305,-10,0,0,0,0,0,0,5272,5770,148,5514,5550,154,-242,220,-6,0,0,0,0,0,0
ESPORTSTMNT04_2661049,LCK,Spring,0,2023/1/18 11:59,2,13.01,10,Red,sup,Delight,oe:player:051ca2e31ba25123961b3df95fdef4c,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Lulu,1939,0,1,4,3,6,24,0,0,0,0,0,0,0,0,0.1857,0.9283,4525,140.0206,0.0700063,338.4631,246.4054,52,1.6091,9,0.2785,13,92,2.8468,6790,2559,79.1851,0.0818509,6775,18,18,0,0.557,2141,2583,4,2265,2829,7,-124,-246,-3,0,0,0,0,0,0,2978,3785,8,3092,4128,9,-114,-343,-1,0,0,0,0,0,0
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,1,Blue,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Aatrox,2417,0,6,1,1,17,11,0,0,0,0,0,0,0,0,0.422,0.6951,26590,660.0745,0.260423,979.6359,1324.2698,13,0.3227,4,0.0993,8,43,1.0674,17441,12235,303.7236,0.268155,17300,389,352,37,9.6566,3625,4817,83,3081,4897,80,544,-80,3,1,0,0,0,0,1,5963,8394,149,4800,7205,119,1163,1189,30,2,0,0,1,0,2
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,2,Blue,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Sejuani,2417,0,4,1,7,17,11,0,0,0,0,0,0,0,0,0.422,0.6951,12392,307.621,0.121368,1231.477,2074.9524,19,0.4717,28,0.6951,19,80,1.9859,13333,8127,201.746,0.178118,12175,253,55,198,6.2805,3370,3339,64,2748,2802,50,622,537,14,1,1,0,0,0,2,5731,5846,105,4060,4967,79,1671,879,26,3,3,0,0,0,3
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,3,Blue,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Taliyah,2417,0,4,4,4,17,11,0,0,0,0,0,0,0,0,0.422,0.6951,27994,694.9276,0.274174,528.0844,361.837,19,0.4717,9,0.2234,10,49,1.2164,16258,11052,274.3566,0.242226,15550,371,355,16,9.2098,3238,4708,93,3310,5051,95,-72,-343,-2,0,0,0,0,0,0,5081,6995,129,5876,8102,148,-795,-1107,-19,1,1,1,1,1,0
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,4,Blue,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Ashe,2417,0,1,3,8,17,11,0,0,0,0,1,0,1,0,0.422,0.6951,19527,484.7414,0.191248,442.7886,243.3513,34,0.844,14,0.3475,8,87,2.1597,14132,8926,221.5805,0.19563,13400,293,289,4,7.2735,3394,3053,76,3154,2899,79,240,154,-3,0,1,0,0,0,0,5007,4719,107,4909,5110,117,98,-391,-10,1,1,2,0,2,2
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,5,Blue,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Heimerdinger,2417,0,2,2,9,17,11,0,0,0,0,1,1,0,0,0.422,0.6951,15600,387.2569,0.152787,441.8453,186.9011,62,1.5391,14,0.3475,17,132,3.2768,10493,5287,131.2453,0.115872,8725,38,35,3,0.9433,2976,3078,9,1964,2316,4,1012,762,5,1,0,0,0,0,0,4470,4608,13,3526,3456,7,944,1152,6,1,4,0,1,1,1
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,6,Red,top,Kingen,oe:player:618a87d272773f68239d8ce5555f39d,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gnar,2417,1,2,3,1,11,17,0,0,0,0,0,0,0,0,0.2731,0.6951,18580,461.2329,0.16414,848.4402,842.5072,16,0.3972,4,0.0993,12,40,0.993,18398,13192,327.4803,0.2656,16783,398,366,32,9.88,3081,4897,80,3625,4817,83,-544,80,-3,0,0,1,1,0,0,4800,7205,119,5963,8394,149,-1163,-1189,-30,1,0,2,2,0,0
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Maokai,2417,1,0,7,3,11,17,0,0,0,0,0,0,0,1,0.2731,0.6951,23881,592.8258,0.21097,1096.657,957.0956,12,0.2979,4,0.0993,12,35,0.8688,11234,6028,149.64,0.121361,10200,173,18,155,4.2946,2748,2802,50,3370,3339,64,-622,-537,-14,0,0,2,1,1,0,4060,4967,79,5731,5846,105,-1671,-879,-26,0,0,3,3,3,0
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,8,Red,mid,ZEKA,oe:player:54cfc6c3d11e0b534fd0958653bb240,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Sylas,2417,1,6,1,4,11,17,1,0,0,0,0,0,0,0,0.2731,0.6951,25853,641.7791,0.228391,974.7704,973.405,11,0.2731,13,0.3227,6,44,1.0923,20234,15028,373.0575,0.302566,24070,398,350,48,9.88,3310,5051,95,3238,4708,93,72,343,2,0,0,0,0,0,0,5876,8102,148,5081,6995,129,795,1107,19,1,1,0,1,1,1
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,9,Red,bot,Viper,oe:player:9573154ad8bc9459b4c0d940315054f,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Varus,2417,1,1,4,7,11,17,0,0,0,0,0,0,0,0,0.2731,0.6951,31624,785.0393,0.279374,399.7931,224.3111,23,0.571,13,0.3227,12,45,1.1171,15424,10218,253.6533,0.205722,14400,319,304,15,7.9189,3154,2899,79,3394,3053,76,-240,-154,3,0,0,0,0,1,0,4909,5110,117,5007,4719,107,-98,391,10,0,2,2,1,1,2
ESPORTSTMNT04_2665017,LCK,Spring,0,2023/1/19 8:20,1,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jhin,2417,1,2,2,4,11,17,0,0,0,0,0,0,0,0,0.2731,0.6951,13258,329.1187,0.117124,303.2768,127.7948,69,1.7129,23,0.571,8,136,3.3761,10409,5203,129.1601,0.104751,9500,33,33,0,0.8192,1964,2316,4,2976,3078,9,-1012,-762,-5,0,0,0,1,0,0,3526,3456,7,4470,4608,13,-944,-1152,-6,1,1,1,1,4,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,1,Blue,top,DuDu,oe:player:6e6a78244523ed9e54731d07d1f79f4,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Fiora,2009,0,0,1,1,6,15,0,0,0,0,0,0,0,0,0.1792,0.6272,20825,621.9512,0.24164,1160.5774,1082.4191,6,0.1792,7,0.2091,4,33,0.9856,11927,7553,225.5749,0.226016,12100,309,300,9,9.2285,3403,4709,89,3025,4771,79,378,-62,10,0,0,0,0,0,0,4917,6976,132,4627,7399,120,290,-423,12,0,0,0,0,0,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,2,Blue,jng,YoungJae,oe:player:e5feef89d633a666eeaaf6392ca2fa9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Sejuani,2009,0,1,2,4,6,15,0,0,0,0,0,0,0,0,0.1792,0.6272,8752,261.3838,0.101553,1320.1792,1918.9547,12,0.3584,9,0.2688,13,48,1.4335,10327,5953,177.7899,0.178138,9775,187,25,162,5.5849,3026,3142,66,3212,3435,65,-186,-293,1,0,1,0,0,0,0,4639,5435,102,5426,5418,98,-787,17,4,0,1,0,1,1,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,3,Blue,mid,BuLLDoG,oe:player:317aeb74a6dd16bea711bbad361ca44,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Viktor,2009,0,0,3,4,6,15,0,0,0,0,0,0,0,0,0.1792,0.6272,25493,761.3639,0.295804,741.2046,1066.4111,12,0.3584,5,0.1493,5,22,0.657,11553,7179,214.4052,0.214824,11525,291,291,0,8.6909,3054,4750,83,3226,4811,89,-172,-61,-6,0,0,0,0,0,0,4890,7918,142,5159,7879,148,-269,39,-6,0,0,0,0,0,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,4,Blue,bot,Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Varus,2009,0,5,4,1,6,15,0,0,0,0,1,1,0,0,0.1792,0.6272,23804,710.9209,0.276206,572.8522,297.9691,14,0.4181,7,0.2091,4,34,1.0154,14427,10053,300.2389,0.300825,14200,307,307,0,9.1687,3982,3323,86,2976,2895,73,1006,428,13,2,0,0,0,0,1,6091,5296,131,5562,5011,120,529,285,11,2,0,1,1,1,1
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,5,Blue,sup,Jun,oe:player:054e5f8aeb885db6713f4a3e7328efc,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Karma,2009,0,0,5,6,6,15,0,0,0,0,1,0,1,0,0.1792,0.6272,7308,218.2578,0.0847973,602.0309,478.2977,52,1.553,11,0.3285,15,109,3.2554,7054,2680,80.0398,0.080197,6925,26,26,0,0.7765,2654,2837,4,2008,2147,0,646,690,4,0,2,0,0,0,1,3517,3805,6,3669,3696,4,-152,109,2,0,2,1,0,2,1
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,6,Red,top,Kingen,oe:player:618a87d272773f68239d8ce5555f39d,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Gnar,2009,1,3,1,3,15,6,1,0,0,0,0,0,0,0,0.448,0.6272,26733,798.3972,0.233454,904.6889,948.5913,12,0.3584,5,0.1493,7,41,1.2245,13976,9602,286.7695,0.218133,14258,274,247,27,8.1832,3025,4771,79,3403,4709,89,-378,62,-10,0,0,0,0,0,0,4627,7399,120,4917,6976,132,-290,423,-12,0,0,0,0,0,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,7,Red,jng,Clid,oe:player:d3abb04a273ed8615be5f54a391818e,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Maokai,2009,1,3,2,6,15,6,0,0,0,0,0,0,0,0,0.448,0.6272,17242,514.9428,0.150571,992.5834,898.7456,13,0.3883,8,0.2389,12,52,1.553,11622,7248,216.4659,0.164656,10900,162,20,142,4.8382,3212,3435,65,3026,3142,66,186,293,-1,0,0,0,0,1,0,5426,5418,98,4639,5435,102,787,-17,-4,1,1,0,0,1,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,8,Red,mid,ZEKA,oe:player:54cfc6c3d11e0b534fd0958653bb240,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Akali,2009,1,6,1,4,15,6,2,1,0,0,0,0,0,0,0.448,0.6272,20429,610.1244,0.178402,874.6142,689.9851,7,0.2091,10,0.2987,5,44,1.3141,15823,11449,341.9313,0.260092,15215,353,341,12,10.5426,3226,4811,89,3054,4750,83,172,61,6,0,0,0,0,0,0,5159,7879,148,4890,7918,142,269,-39,6,0,0,0,0,0,0
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,9,Red,bot,Viper,oe:player:9573154ad8bc9459b4c0d940315054f,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Lucian,2009,1,3,1,5,15,6,0,0,0,0,0,0,0,1,0.448,0.6272,44237,1321.1648,0.386312,677.7402,354.3554,20,0.5973,16,0.4778,9,58,1.7322,15506,11132,332.4639,0.252891,13475,296,278,18,8.8402,2976,2895,73,3982,3323,86,-1006,-428,-13,0,0,1,2,0,0,5562,5011,120,6091,5296,131,-529,-285,-11,1,1,1,2,0,1
ESPORTSTMNT04_2664031,LCK,Spring,0,2023/1/19 9:26,2,13.01,10,Red,sup,Life,oe:player:dea5251e486aed942e1bc06e1d5c116,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Nami,2009,1,0,1,11,15,6,0,0,0,0,0,0,0,0,0.448,0.6272,5870,175.3111,0.0512615,383.6834,185.1667,44,1.3141,7,0.2091,11,83,2.4788,8962,4588,137.0234,0.104228,8725,12,12,0,0.3584,2008,2147,0,2654,2837,4,-646,-690,-4,0,0,1,0,2,0,3669,3696,4,3517,3805,6,152,-109,-2,0,2,1,0,2,1
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,1,Blue,top,DnDn,oe:player:341e10748bb6d388250fd1f013e45a4,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Renekton,2339,0,3,2,7,15,11,0,0,0,0,0,0,0,0,0.3848,0.667,25021,641.8384,0.347799,987.4476,681.2655,15,0.3848,10,0.2565,9,53,1.3596,17324,12277,314.9295,0.266539,16175,378,358,20,9.6965,3314,5174,88,2857,4896,72,457,278,16,0,0,0,0,0,0,5936,8253,144,5049,7467,112,887,786,32,1,0,1,1,0,1
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,2,Blue,jng,Sylvie,oe:player:1a75a7cf8c98442be881fed562346f5,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Vi,2339,0,2,2,8,15,11,1,0,0,0,0,0,0,0,0.3848,0.667,8515,218.4267,0.118361,784.6943,1474.8354,20,0.513,26,0.667,21,92,2.36,12486,7439,190.8251,0.161503,12325,198,36,162,5.0791,3295,3776,67,3185,3150,68,110,626,-1,0,0,0,0,1,0,4973,6131,101,4780,5375,97,193,756,4,0,1,0,0,2,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,3,Blue,mid,FIESTA,oe:player:5ee64eb3feb02e60832a2265db54f71,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Akali,2339,0,7,2,3,15,11,2,1,0,0,0,0,0,0,0.3848,0.667,18493,474.3822,0.257058,717.1013,595.9983,7,0.1796,13,0.3335,4,50,1.2826,16938,11891,305.0278,0.258159,15200,345,333,12,8.8499,3260,5135,92,3203,4991,91,57,144,1,0,0,0,0,0,0,5329,8218,158,5046,8212,153,283,6,5,0,0,0,0,0,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,4,Blue,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Zeri,2339,0,3,2,5,15,11,1,0,0,0,0,0,0,0,0.3848,0.667,17413,446.6781,0.242046,530.4318,662.3856,16,0.4104,22,0.5643,6,75,1.9239,16361,11314,290.2266,0.245632,15000,407,347,60,10.4404,3106,3371,81,3787,3431,86,-681,-60,-5,0,0,0,1,0,0,4806,5396,131,5845,5535,145,-1039,-139,-14,0,0,0,1,0,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,5,Blue,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Lulu,2339,0,0,3,13,15,11,0,0,0,0,0,0,0,1,0.3848,0.667,2499,64.1043,0.0347368,313.339,261.8298,62,1.5904,13,0.3335,20,109,2.7961,8187,3140,80.5472,0.0681682,7800,14,14,0,0.3591,2186,2217,3,2328,2368,1,-142,-151,2,0,0,1,0,1,0,3038,3162,4,3352,3920,3,-314,-758,1,0,0,1,0,1,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,6,Red,top,Morgan,oe:player:f73dde2d8c7879ae8d1fcdc03c4ffeb,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Fiora,2339,1,2,3,0,11,15,0,0,0,0,0,0,0,0,0.2822,0.667,15714,403.0953,0.163582,700.5045,809.3972,16,0.4104,9,0.2309,11,59,1.5135,18389,13342,342.2488,0.266245,15325,391,375,16,10.0299,2857,4896,72,3314,5174,88,-457,-278,-16,0,0,0,0,0,0,5049,7467,112,5936,8253,144,-887,-786,-32,1,0,1,1,0,1
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,7,Red,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Maokai,2339,1,0,3,9,11,15,0,0,0,0,1,0,1,0,0.2822,0.667,34321,880.4019,0.35728,1016.0496,938.3754,12,0.3078,17,0.4361,11,71,1.8213,13705,8658,222.0949,0.172773,10475,192,26,166,4.9252,3185,3150,68,3295,3776,67,-110,-626,1,0,1,0,0,0,0,4780,5375,97,4973,6131,101,-193,-756,-4,0,2,0,0,1,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,8,Red,mid,Karis,oe:player:498246d6c44175256a07ed5f322c817,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Azir,2339,1,5,3,3,11,15,2,1,0,0,0,0,0,0,0.2822,0.667,21140,542.283,0.220066,427.1569,252.0821,15,0.3848,11,0.2822,11,46,1.18,15709,10662,273.5015,0.212764,13175,286,286,0,7.3365,3203,4991,91,3260,5135,92,-57,-144,-1,0,0,0,0,0,0,5046,8212,153,5329,8218,158,-283,-6,-5,0,0,0,0,0,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Lucian,2339,1,4,5,2,11,15,1,0,0,0,1,1,0,0,0.2822,0.667,20071,514.8611,0.208938,514.2711,322.5994,22,0.5643,16,0.4104,7,53,1.3596,17819,12772,327.6272,0.25487,16275,357,334,23,9.1578,3787,3431,86,3106,3371,81,681,60,5,1,0,0,0,0,0,5845,5535,145,4806,5396,131,1039,139,14,1,0,0,0,0,0
ESPORTSTMNT04_2663029,LCK,Spring,0,2023/1/19 11:09,1,13.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Nami,2339,1,0,1,7,11,15,0,0,0,0,1,0,1,0,0.2822,0.667,4816,123.54,0.0501343,197.3664,94.2711,72,1.8469,15,0.3848,24,132,3.3861,9725,4678,120,0.0933492,8850,24,24,0,0.6156,2328,2368,1,2186,2217,3,142,151,-2,0,1,0,0,0,1,3352,3920,3,3038,3162,4,314,758,-1,0,1,0,0,0,1
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,1,Blue,top,Morgan,oe:player:f73dde2d8c7879ae8d1fcdc03c4ffeb,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Renekton,1812,1,2,3,6,11,5,1,0,0,0,0,0,0,1,0.3642,0.5298,18761,621.2252,0.268237,1084.1722,913.0132,13,0.4305,5,0.1656,8,39,1.2914,11510,7538,249.6026,0.198337,9750,264,264,0,8.7417,3085,4587,78,3896,4733,84,-811,-146,-6,0,0,2,2,0,0,4927,7523,132,5666,7851,139,-739,-328,-7,0,0,2,2,0,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,2,Blue,jng,UmTi,oe:player:1970fcb701acce66e0771946bbb3105,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Sejuani,1812,1,1,1,6,11,5,0,0,0,0,0,0,0,0,0.3642,0.5298,7499,248.3113,0.107217,933.2119,858.3113,10,0.3311,17,0.5629,10,58,1.9205,9819,5847,193.6093,0.153844,8125,179,27,152,5.9272,2969,3246,66,3326,3519,62,-357,-273,4,0,0,0,0,1,0,4438,5012,97,5147,5507,95,-709,-495,2,0,0,0,1,1,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,3,Blue,mid,Karis,oe:player:498246d6c44175256a07ed5f322c817,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Ryze,1812,1,4,1,5,11,5,1,1,1,0,0,0,0,0,0.3642,0.5298,17315,573.3444,0.247562,630,384.702,12,0.3974,11,0.3642,9,35,1.1589,14085,10113,334.8675,0.26609,12125,321,315,6,10.6291,3238,4759,93,3153,4833,90,85,-74,3,0,0,0,0,0,0,4886,7175,141,5263,7865,149,-377,-690,-8,0,0,1,0,1,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Lucian,1812,1,4,0,2,11,5,0,0,0,0,0,0,0,0,0.3642,0.5298,22386,741.2583,0.320065,277.0861,160.894,16,0.5298,17,0.5629,5,51,1.6887,14783,10811,357.9801,0.284456,12425,326,314,12,10.7947,3363,3847,93,3165,3297,86,198,550,7,0,0,0,0,0,0,5779,6255,153,4990,5547,141,789,708,12,0,0,0,0,0,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,BRION,oe:team:f73cbd69433514d61cf7c9cd0f5123a,Nami,1812,1,0,0,11,11,5,0,0,0,0,0,0,0,0,0.3642,0.5298,3981,131.8212,0.0569186,138.8079,76.7881,46,1.5232,11,0.3642,16,89,2.947,7669,3697,122.4172,0.097273,6100,13,13,0,0.4305,2165,2009,3,2117,2404,3,48,-395,0,0,0,0,0,0,0,3597,3324,6,3072,3507,5,525,-183,1,0,0,0,0,1,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,6,Red,top,DnDn,oe:player:341e10748bb6d388250fd1f013e45a4,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Gragas,1812,0,3,2,0,5,11,0,0,0,0,1,1,0,0,0.1656,0.5298,16674,552.1192,0.291544,1162.1854,1420.9272,14,0.4636,7,0.2318,8,35,1.1589,11433,7461,247.053,0.260429,10750,267,267,0,8.8411,3896,4733,84,3085,4587,78,811,146,6,2,0,0,0,0,2,5666,7851,139,4927,7523,132,739,328,7,2,0,0,0,0,2
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,7,Red,jng,Sylvie,oe:player:1a75a7cf8c98442be881fed562346f5,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Viego,1812,0,1,2,2,5,11,0,0,0,0,1,0,1,0,0.1656,0.5298,8713,288.5099,0.152346,992.3841,722.649,12,0.3974,21,0.6954,14,71,2.351,9169,5197,172.0861,0.181402,8800,165,25,140,5.4636,3326,3519,62,2969,3246,66,357,273,-4,0,1,0,0,0,0,5147,5507,95,4438,5012,97,709,495,-2,1,1,0,0,0,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,8,Red,mid,FIESTA,oe:player:5ee64eb3feb02e60832a2265db54f71,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Viktor,1812,0,0,2,2,5,11,0,0,0,0,0,0,0,0,0.1656,0.5298,18053,597.7815,0.315656,392.5828,508.3444,18,0.596,7,0.2318,10,47,1.5563,10984,7012,232.1854,0.244756,11285,302,293,9,10,3153,4833,90,3238,4759,93,-85,74,-3,0,0,0,0,0,0,5263,7865,149,4886,7175,141,377,690,8,0,1,0,0,0,1
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,9,Red,bot,vital,oe:player:252de481e83ab0bc87aada93aeb424c,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Zeri,1812,0,1,2,0,5,11,0,0,0,0,0,0,0,0,0.1656,0.5298,11839,392.0199,0.207004,440.5629,424.4371,15,0.4967,16,0.5298,7,45,1.4901,11271,7299,241.6887,0.254774,10925,306,299,7,10.1325,3165,3297,86,3363,3847,93,-198,-550,-7,0,0,0,0,0,0,4990,5547,141,5779,6255,153,-789,-708,-12,0,0,0,0,0,0
ESPORTSTMNT04_2665040,LCK,Spring,0,2023/1/19 12:12,2,13.01,10,Red,sup,Peter,oe:player:ee051912ad5f9a97aa9ce4980cbb481,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Lulu,1812,0,0,3,2,5,11,0,0,0,0,0,0,0,0,0.1656,0.5298,1913,63.3444,0.0334487,259.2715,180.0662,50,1.6556,4,0.1325,18,73,2.4172,5652,1680,55.6291,0.0586388,5350,8,8,0,0.2649,2117,2404,3,2165,2009,3,-48,395,0,0,0,0,0,0,0,3072,3507,5,3597,3324,6,-525,183,-1,0,1,0,0,0,0
