gameid,datacompleteness,league,year,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,total cs,minionkills,monsterkills,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15
ESPORTSTMNT01/1691409,complete,LCK,2021,0,2021/1/16 8:50,2,11.01,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Kai'Sa,1850,1,4,1,6,19,7,0,0,0,0,0,0,0,0,0.6162,0.8432,0,0,13002,421.6865,0.174054,371.2541,202.1189,22,0.7135,16,0.5189,3,46,1.4919,13357,9307,301.8486,0.235475,12175,300,273,27,9.7297,3251,3218,86,3463,3414,96,-212,-196,-10,0,0,0,0,0,0,5071,5858,146,5456,5352,146,-385,506,0,0,0,0,0,0
ESPORTSTMNT01/1691409,complete,LCK,2021,0,2021/1/16 8:50,2,11.01,9,Red,bot,Route,oe:player:9405c3aff9112c3c60d03b94792877d,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Samira,1850,0,2,4,1,7,19,0,0,0,0,0,0,0,0,0.227,0.8432,0,0,7772,252.0649,0.201431,482.627,343.8486,10,0.3243,5,0.1622,5,22,0.7135,12592,8542,277.0378,0.295974,12475,269,265,4,8.7243,3463,3414,96,3251,3218,86,212,196,10,0,0,0,0,0,0,5456,5352,146,5071,5858,146,385,-506,0,0,0,0,0,0
ESPORTSTMNT01/1691411,complete,LCK,2021,0,2021/1/16 9:46,1,11.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Miss Fortune,1659,1,7,2,3,21,5,3,0,0,0,0,0,0,0,0.7595,0.9403,1,0,18332,663.0018,0.276567,366.7993,188.5714,14,0.5063,9,0.3255,6,47,1.6998,13754,10094,365.0633,0.254404,12500,268,256,12,9.6926,3354,3581,91,3055,2818,75,299,763,16,0,0,0,0,0,0,5887,6296,148,4764,5219,127,1123,1077,21,0,0,0,0,0
ESPORTSTMNT01/1691411,complete,LCK,2021,0,2021/1/16 9:46,1,11.01,9,Red,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,1659,0,4,4,0,5,21,1,0,0,0,0,0,0,0,0.1808,0.9403,0,1,6317,228.4629,0.183144,529.9819,270.3074,11,0.3978,6,0.217,3,20,0.7233,11131,7471,270.1989,0.299642,11175,235,227,8,8.4991,3055,2818,75,3354,3581,91,-299,-763,-16,0,0,0,0,0,0,4764,5219,127,5887,6296,148,-1123,-1077,-21,0,0,0,0,0
ESPORTSTMNT01/1691433,complete,LCK,2021,0,2021/1/16 11:22,2,11.01,4,Blue,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Aphelios,1680,1,5,1,7,14,6,0,0,0,0,1,0,1,0,0.5,0.7143,1,0,19070,681.0714,0.342696,360.75,263.5714,13,0.4643,7,0.25,4,25,0.8929,13036,9333,333.3214,0.270983,11050,266,254,12,9.5,3073,3046,75,3367,3510,89,-294,-464,-14,0,1,0,0,1,0,5084,4810,119,5086,5875,144,-2,-1065,-25,0,3,0,0,1
ESPORTSTMNT01/1691433,complete,LCK,2021,0,2021/1/16 11:22,2,11.01,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kai'Sa,1680,0,0,1,1,6,14,0,0,0,0,0,0,0,0,0.2143,0.7143,0,1,6524,233,0.176162,428.3214,212.5714,15,0.5357,7,0.25,2,23,0.8214,10649,6946,248.0714,0.227327,10550,274,249,25,9.7857,3367,3510,89,3073,3046,75,294,464,14,0,1,0,0,1,0,5086,5875,144,5084,4810,119,2,1065,25,0,1,0,0,3
ESPORTSTMNT01/1691436,complete,LCK,2021,0,2021/1/16 12:14,3,11.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Samira,1984,1,11,2,4,23,10,3,0,0,0,0,0,0,1,0.6956,0.998,1,0,14794,447.3992,0.22071,559.6875,407.0867,12,0.3629,9,0.2722,3,28,0.8468,15857,11534,348.8105,0.284755,14275,275,258,17,8.3165,3557,3538,86,3396,3506,78,161,32,8,1,1,1,0,3,0,5978,6148,136,5282,6226,130,696,-78,6,2,1,1,0,3
ESPORTSTMNT01/1691436,complete,LCK,2021,0,2021/1/16 12:14,3,11.01,9,Red,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,1984,0,2,3,3,10,23,0,0,0,0,1,0,1,0,0.3024,0.998,0,1,13237,400.3125,0.192774,423.0544,260.8367,14,0.4234,6,0.1815,4,22,0.6653,11980,7657,231.5625,0.228084,12075,257,241,16,7.7722,3396,3506,78,3557,3538,86,-161,-32,-8,0,3,0,1,1,1,5282,6226,130,5978,6148,136,-696,78,-6,0,3,0,2,1
ESPORTSTMNT01/1691645,complete,LCK,2021,0,2021/1/17 6:05,1,11.01,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,1685,0,0,2,3,5,18,0,0,0,0,0,0,0,0,0.178,0.819,0,0,5550,197.6261,0.144863,417.1157,239.6439,12,0.4273,4,0.1424,6,24,0.8546,9137,5424,193.1395,0.241002,9050,231,227,4,8.2255,3277,3232,88,3224,2998,89,53,234,-1,0,0,0,0,0,0,5010,4929,129,5458,5283,128,-448,-354,1,0,1,1,1,1
ESPORTSTMNT01/1691645,complete,LCK,2021,0,2021/1/17 6:05,1,11.01,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,1685,1,4,0,9,18,5,1,0,0,0,0,0,0,0,0.6409,0.819,0,0,15061,536.2967,0.191168,296.1543,188.3323,14,0.4985,7,0.2493,5,32,1.1395,12728,9015,321.0089,0.215944,11055,268,248,20,9.543,3224,2998,89,3277,3232,88,-53,-234,1,0,0,0,0,0,0,5458,5283,128,5010,4929,129,448,354,-1,1,1,0,0,1
ESPORTSTMNT01/1691675,complete,LCK,2021,0,2021/1/17 8:36,2,11.01,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Kai'Sa,1740,1,4,0,3,11,4,2,0,0,0,0,0,0,0,0.3793,0.5172,0,0,10441,360.0345,0.152982,321,194.069,17,0.5862,9,0.3103,8,39,1.3448,14159,10334,356.3448,0.264745,11725,295,283,12,10.1724,3253,3441,85,3146,3235,78,107,206,7,0,0,0,0,0,0,5546,5856,144,5038,6088,137,508,-232,7,0,0,0,0,0
ESPORTSTMNT01/1691675,complete,LCK,2021,0,2021/1/17 8:36,2,11.01,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,1740,0,1,2,1,4,11,0,0,0,0,0,0,0,0,0.1379,0.5172,0,0,4804,165.6552,0.144499,458.6552,267.3793,10,0.3448,4,0.1379,4,14,0.4828,9861,6036,208.1379,0.25076,8950,238,234,4,8.2069,3146,3235,78,3253,3441,85,-107,-206,-7,0,0,0,0,0,0,5038,6088,137,5546,5856,144,-508,232,-7,0,0,0,0,0
ESPORTSTMNT01/1691681,complete,LCK,2021,0,2021/1/17 9:30,1,11.01,4,Blue,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Samira,1874,1,6,3,7,20,11,2,0,0,0,0,0,0,0,0.6403,0.9925,0,0,15356,491.6542,0.243179,553.063,369.9893,17,0.5443,15,0.4803,6,43,1.3767,13801,9702,310.6297,0.237594,12500,278,270,8,8.9007,3665,3440,92,3474,2995,85,191,445,7,1,0,1,1,0,1,5676,5808,150,5419,5535,144,257,273,6,1,0,1,1,0
ESPORTSTMNT01/1691681,complete,LCK,2021,0,2021/1/17 9:30,1,11.01,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kai'Sa,1874,0,7,4,2,11,20,2,1,0,0,0,0,0,0,0.3522,0.9925,0,0,11186,358.143,0.209546,412.9242,211.6969,14,0.4482,11,0.3522,6,36,1.1526,14758,10659,341.27,0.312171,14850,301,285,16,9.6371,3474,2995,85,3665,3440,92,-191,-445,-7,1,0,1,1,0,1,5419,5535,144,5676,5808,150,-257,-273,-6,1,0,1,1,0
ESPORTSTMNT01/1691701,complete,LCK,2021,0,2021/1/17 11:13,2,11.01,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Aphelios,2420,0,4,3,7,13,19,1,0,0,0,0,0,0,0,0.3223,0.7934,0,1,22307,553.0661,0.264734,433.1405,426.9174,18,0.4463,20,0.4959,6,56,1.3884,19379,14167,351.2479,0.320461,18200,476,436,40,11.8017,3293,3039,80,3821,3273,85,-528,-234,-5,0,0,0,1,1,0,5231,5276,142,5732,5828,140,-501,-552,2,0,0,0,1,2
ESPORTSTMNT01/1691701,complete,LCK,2021,0,2021/1/17 11:13,2,11.01,9,Red,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Kai'Sa,2420,1,9,1,7,19,13,2,1,0,0,1,1,0,0,0.4711,0.7934,1,0,26474,656.3802,0.28991,578.8264,465.6942,55,1.3636,20,0.4959,9,100,2.4793,20502,15290,379.0909,0.297035,18675,384,327,57,9.5207,3821,3273,85,3293,3039,80,528,234,5,1,1,0,0,0,0,5732,5828,140,5231,5276,142,501,552,-2,1,2,0,0,0
ESPORTSTMNT01/1683103,complete,LCK,2021,0,2021/1/20 7:19,1,11.01,4,Blue,bot,Leo,oe:player:f064e548adf728629afbc6fee730317,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Samira,2054,1,3,0,2,15,8,0,0,0,0,0,0,0,0,0.4382,0.6719,1,0,7100,207.4002,0.147578,266.6699,256.2123,22,0.6426,20,0.5842,10,72,2.1032,14874,10408,304.0312,0.241182,13500,322,312,10,9.406,3426,3502,96,3409,3080,96,17,422,0,0,0,0,0,0,0,5462,6132,148,5527,5697,147,-65,435,1,1,1,0,1,1
ESPORTSTMNT01/1683103,complete,LCK,2021,0,2021/1/20 7:19,1,11.01,9,Red,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Kai'Sa,2054,0,1,2,1,8,15,0,0,0,0,0,0,0,0,0.2337,0.6719,0,1,5091,148.7147,0.131833,308.4713,197.702,27,0.7887,11,0.3213,7,47,1.3729,13715,9249,270.1753,0.243265,12925,355,327,28,10.37,3409,3080,96,3426,3502,96,-17,-422,0,0,0,0,0,0,0,5527,5697,147,5462,6132,148,65,-435,-1,1,1,0,1,1
ESPORTSTMNT01/1683114,complete,LCK,2021,0,2021/1/20 8:43,2,11.01,4,Blue,bot,Bang,oe:player:526e67744f0b90739ec17c191c62d24,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Samira,1554,0,1,2,0,1,18,0,0,0,0,0,0,0,0,0.0386,0.7336,0,1,6329,244.3629,0.240135,386.8726,258.6486,15,0.5792,12,0.4633,8,39,1.5058,9261,5815,224.5174,0.276861,9200,236,228,8,9.112,3354,3370,84,3500,3138,81,-146,232,3,0,0,0,1,1,0,5330,5642,153,5300,5587,134,30,55,19,0,0,0,1,1
ESPORTSTMNT01/1683114,complete,LCK,2021,0,2021/1/20 8:43,2,11.01,9,Red,bot,Leo,oe:player:f064e548adf728629afbc6fee730317,Liiv SANDBOX,oe:team:c75f1f337fc5867914749d438a4871d,Kai'Sa,1554,1,5,0,6,18,1,1,0,0,0,0,0,0,0,0.695,0.7336,1,0,10531,406.6023,0.221584,269.5753,158.3398,21,0.8108,4,0.1544,5,38,1.4672,12348,8902,343.7066,0.247593,11375,242,234,8,9.3436,3500,3138,81,3354,3370,84,146,-232,-3,1,1,0,0,0,0,5300,5587,134,5330,5642,153,-30,-55,-19,1,1,0,0,0
ESPORTSTMNT01/1683124,complete,LCK,2021,0,2021/1/20 9:44,1,11.01,4,Blue,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,1910,0,2,3,0,5,10,0,0,0,0,0,0,0,0,0.1571,0.4712,0,0,9938,312.1885,0.248493,350.4188,179.5602,13,0.4084,3,0.0942,2,19,0.5969,12343,8171,256.6806,0.24823,12275,304,288,16,9.5497,3603,3216,96,3288,3036,88,315,180,8,0,0,0,0,0,0,5513,5377,140,5488,5384,137,25,-7,3,1,0,1,1,0
ESPORTSTMNT01/1683124,complete,LCK,2021,0,2021/1/20 9:44,1,11.01,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,1910,1,5,0,2,10,6,1,1,0,0,0,0,0,0,0.3141,0.4712,0,0,10335,324.6597,0.190205,331.4764,280.7435,14,0.4398,8,0.2513,7,32,1.0052,14661,10489,329.4974,0.273329,12075,318,306,12,9.9895,3288,3036,88,3603,3216,96,-315,-180,-8,0,0,0,0,0,0,5488,5384,137,5513,5377,140,-25,7,-3,1,0,0,1,0
ESPORTSTMNT01/1683151,complete,LCK,2021,0,2021/1/20 11:16,2,11.01,4,Blue,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Samira,2010,0,1,3,2,7,22,0,0,0,0,1,1,0,0,0.209,0.8657,0,1,9359,279.3731,0.157551,598.0299,584.209,9,0.2687,8,0.2388,2,21,0.6269,14222,9846,293.9104,0.294667,13750,331,304,27,9.8806,3544,3398,97,3260,3120,86,284,278,11,0,0,0,0,0,0,6753,5818,151,4870,5202,125,1883,616,26,1,0,0,0,1
ESPORTSTMNT01/1683151,complete,LCK,2021,0,2021/1/20 11:16,2,11.01,9,Red,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,2010,1,9,3,9,22,7,2,0,0,0,0,0,0,1,0.6567,0.8657,1,0,20091,599.7313,0.260223,441.9403,239.6418,16,0.4776,10,0.2985,5,38,1.1343,15332,10956,327.0448,0.247096,15325,301,273,28,8.9851,3260,3120,86,3544,3398,97,-284,-278,-11,0,0,0,0,0,0,4870,5202,125,6753,5818,151,-1883,-616,-26,0,1,1,1,0
ESPORTSTMNT01/1683165,complete,LCK,2021,0,2021/1/20 12:23,3,11.01,4,Blue,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Samira,2588,1,13,3,6,23,12,4,1,1,0,0,0,0,0,0.5332,0.8114,1,0,31811,737.5039,0.37731,566.1515,865.2473,15,0.3478,15,0.3478,2,38,0.881,21024,15469,358.6321,0.298504,18250,392,364,28,9.0881,3143,3024,85,3492,3361,86,-349,-337,-1,0,0,1,1,0,0,4728,5364,133,6281,6329,144,-1553,-965,-11,0,0,2,2,0
ESPORTSTMNT01/1683165,complete,LCK,2021,0,2021/1/20 12:23,3,11.01,9,Red,bot,deokdam,oe:player:18bdb3898e7fecb3bb0be7ff075d509,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,Kai'Sa,2588,0,10,6,0,12,23,2,1,1,0,0,0,0,0,0.2782,0.8114,0,1,25561,592.6043,0.311875,556.6924,417.9134,17,0.3941,9,0.2087,7,61,1.4142,20769,15214,352.7202,0.303716,21145,392,360,32,9.0881,3492,3361,86,3143,3024,85,349,337,1,1,0,0,0,0,1,6281,6329,144,4728,5364,133,1553,965,11,2,0,0,0,0
ESPORTSTMNT01/1693483,complete,LCK,2021,0,2021/1/21 6:46,1,11.01,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,2245,1,9,1,2,13,8,2,1,0,0,0,0,0,0,0.3474,0.5612,2,0,22976,614.0579,0.366262,401.2116,280.971,16,0.4276,33,0.882,5,49,1.3096,20718,15863,423.9555,0.353926,17755,459,418,41,12.2673,3639,3448,93,2937,3304,70,702,144,23,0,1,0,0,0,0,6350,5706,158,4827,5206,128,1523,500,30,0,1,0,0,0
ESPORTSTMNT01/1693483,complete,LCK,2021,0,2021/1/21 6:46,1,11.01,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kai'Sa,2245,0,3,4,1,8,13,0,0,0,0,0,0,0,0,0.2138,0.5612,0,2,13681,365.6392,0.26071,576.8285,334.3964,33,0.882,19,0.5078,6,65,1.7372,15288,10433,278.833,0.271287,14800,381,336,45,10.1826,2937,3304,70,3639,3448,93,-702,-144,-23,0,0,0,0,1,0,4827,5206,128,6350,5706,158,-1523,-500,-30,0,0,0,0,1
ESPORTSTMNT01/1693567,complete,LCK,2021,0,2021/1/21 8:43,2,11.01,4,Blue,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kalista,1646,1,2,1,9,15,6,0,0,0,0,1,0,1,0,0.5468,0.729,0,0,11567,421.6403,0.187621,365.2491,425.6136,30,1.0936,15,0.5468,6,65,2.3694,13274,9641,351.4338,0.251221,13450,313,279,34,11.4095,3709,3640,105,2983,2767,70,726,873,35,0,1,0,0,0,1,5905,6243,163,4849,5390,134,1056,853,29,0,1,0,0,0
ESPORTSTMNT01/1693567,complete,LCK,2021,0,2021/1/21 8:43,2,11.01,9,Red,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Jhin,1646,0,0,3,2,5,16,0,0,0,0,0,0,0,1,0.1823,0.729,0,0,6746,245.9052,0.155912,322.0899,194.0705,10,0.3645,12,0.4374,4,29,1.0571,9459,5826,212.3694,0.241686,8750,247,245,2,9.0036,2983,2767,70,3709,3640,105,-726,-873,-35,0,0,1,0,1,0,4849,5390,134,5905,6243,163,-1056,-853,-29,0,0,1,0,1
ESPORTSTMNT01/1693576,complete,LCK,2021,0,2021/1/21 9:37,3,11.01,4,Blue,bot,Gumayusi,oe:player:c7319736816efe935787b4381c6f321,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,Aphelios,2038,0,2,4,2,11,17,0,0,0,0,0,0,0,0,0.3238,0.8243,0,0,10658,313.7782,0.192633,392.6497,255.103,15,0.4416,29,0.8538,7,49,1.4426,14083,9650,284.1021,0.279153,13275,368,329,39,10.8342,3143,3028,83,3768,3647,98,-625,-619,-15,0,0,1,1,0,0,5227,4807,127,6858,6252,154,-1631,-1445,-27,1,0,2,2,0
ESPORTSTMNT01/1693576,complete,LCK,2021,0,2021/1/21 9:37,3,11.01,9,Red,bot,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Kalista,2038,1,7,0,6,17,11,1,1,0,0,0,0,0,0,0.5005,0.8243,0,0,19255,566.8793,0.359678,346.2218,545.9176,41,1.2071,33,0.9715,6,113,3.3268,18354,13921,409.843,0.340694,14750,380,341,39,11.1874,3768,3647,98,3143,3028,83,625,619,15,1,0,0,0,0,1,6858,6252,154,5227,4807,127,1631,1445,27,2,0,0,1,0
ESPORTSTMNT01/1693596,complete,LCK,2021,0,2021/1/21 10:36,1,11.01,4,Blue,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,2184,0,2,3,2,5,15,0,0,0,0,0,0,0,0,0.1374,0.5495,0,0,14157,388.9286,0.215483,312.2253,193.1319,22,0.6044,17,0.467,11,50,1.3736,15562,10831,297.5549,0.290866,14725,364,337,27,10,3359,3377,93,3272,3089,88,87,288,5,0,0,0,0,0,0,6422,6193,158,5581,6005,143,841,188,15,0,0,0,2,0
ESPORTSTMNT01/1693596,complete,LCK,2021,0,2021/1/21 10:36,1,11.01,9,Red,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kai'Sa,2184,1,6,0,6,15,5,2,0,0,0,0,0,0,0,0.4121,0.5495,0,0,22987,631.511,0.294679,365.467,234.2857,14,0.3846,16,0.4396,5,38,1.044,16909,12178,334.5604,0.277744,15275,362,330,32,9.9451,3272,3089,88,3359,3377,93,-87,-288,-5,0,0,0,0,0,0,5581,6005,143,6422,6193,158,-841,-188,-15,2,0,0,0,0
ESPORTSTMNT01/1693626,complete,LCK,2021,0,2021/1/21 12:18,2,11.01,4,Blue,bot,Hena,oe:player:9712524dc88851032bd53054f8b49b4,Fredit BRION,oe:team:75a7e5b883e51c7ec13e1580c0aa009,Kai'Sa,2011,1,4,2,6,16,8,1,0,0,0,0,0,0,0,0.4774,0.7161,1,0,13637,406.8722,0.191674,416.2705,283.5306,15,0.4475,9,0.2685,5,51,1.5216,15279,10901,325.2412,0.276108,13525,329,307,22,9.816,3097,3343,82,3160,3434,84,-63,-91,-2,0,0,0,0,0,0,5410,6393,145,4907,5925,136,503,468,9,1,0,0,0,1
ESPORTSTMNT01/1693626,complete,LCK,2021,0,2021/1/21 12:18,2,11.01,9,Red,bot,Ghost,oe:player:78081d0b3c01f1f295d52d53744261a,DWG KIA,oe:team:2e79800a550f87f2378dbba9368396d,Aphelios,2011,0,1,2,4,8,16,0,0,0,0,0,0,0,0,0.2387,0.7161,0,1,9025,269.269,0.128848,329.7166,252.2327,17,0.5072,14,0.4177,9,34,1.0144,12981,8603,256.6783,0.252059,12175,328,308,20,9.7862,3160,3434,84,3097,3343,82,63,91,2,0,0,0,0,0,0,4907,5925,136,5410,6393,145,-503,-468,-9,0,1,1,1,0
ESPORTSTMNT01/1693931,complete,LCK,2021,0,2021/1/22 4:37,1,11.01,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,2001,1,11,1,0,18,14,3,2,0,0,0,0,0,0,0.5397,0.9595,0,0,14473,433.973,0.209593,513.6732,357.8711,12,0.3598,12,0.3598,4,40,1.1994,18159,13801,413.8231,0.317954,13000,364,332,32,10.9145,3279,3757,87,3506,3108,80,-227,649,7,0,0,0,1,0,0,5036,6273,140,5167,5022,126,-131,1251,14,0,0,0,1,0
ESPORTSTMNT01/1693931,complete,LCK,2021,0,2021/1/22 4:37,1,11.01,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Jhin,2001,0,4,3,2,14,18,0,0,0,0,1,1,0,0,0.4198,0.9595,0,0,16074,481.979,0.223486,402.069,301.979,14,0.4198,12,0.3598,6,36,1.0795,13320,8962,268.7256,0.251944,12750,297,281,16,8.9055,3506,3108,80,3279,3757,87,227,-649,-7,1,0,0,0,0,0,5167,5022,126,5036,6273,140,131,-1251,-14,1,0,0,0,0
ESPORTSTMNT01/1694012,complete,LCK,2021,0,2021/1/22 8:44,2,11.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kai'Sa,2046,1,13,2,5,22,16,2,2,0,0,0,0,0,0,0.6452,1.085,0,0,31217,915.4545,0.330398,694.1349,478.1232,29,0.8504,12,0.3519,5,68,1.9941,19459,15010,440.176,0.325454,17425,361,313,48,10.5865,3416,3391,79,2828,3062,65,588,329,14,1,0,0,0,0,0,6546,6063,135,4810,5174,107,1736,889,28,4,0,0,1,0
ESPORTSTMNT01/1694012,complete,LCK,2021,0,2021/1/22 8:44,2,11.01,9,Red,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Aphelios,2046,0,1,5,2,15,22,0,0,0,0,0,0,0,0,0.4399,1.085,0,0,8661,253.9883,0.102653,568.9736,344.2815,13,0.3812,16,0.4692,5,43,1.261,11244,6795,199.2669,0.182931,11425,263,246,17,7.7126,2828,3062,65,3416,3391,79,-588,-329,-14,0,0,0,1,0,0,4810,5174,107,6546,6063,135,-1736,-889,-28,1,0,0,4,0
ESPORTSTMNT01/1694041,complete,LCK,2021,0,2021/1/22 9:48,3,11.01,4,Blue,bot,HyBriD,oe:player:d4236a5c6d033d0388ab042acd884f1,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Samira,1732,0,0,6,2,5,19,0,0,0,0,0,0,0,0,0.1732,0.8314,0,1,9696,335.8891,0.204682,572.2864,377.9792,9,0.3118,8,0.2771,1,20,0.6928,8400,4591,159.0416,0.189931,8225,207,195,12,7.1709,3061,2844,77,3672,2976,91,-611,-132,-14,0,1,1,1,1,0,4651,4815,120,5728,5281,137,-1077,-466,-17,0,1,1,2,1
ESPORTSTMNT01/1694041,complete,LCK,2021,0,2021/1/22 9:48,3,11.01,9,Red,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,Kai'Sa,1732,1,6,1,9,19,5,0,0,0,0,1,0,1,0,0.6582,0.8314,1,0,23761,823.1293,0.37609,468.4988,323.3834,24,0.8314,10,0.3464,2,57,1.9746,13629,9820,340.1848,0.254892,11850,275,254,21,9.5266,3672,2976,91,3061,2844,77,611,132,14,1,1,0,0,1,1,5728,5281,137,4651,4815,120,1077,466,17,2,1,0,0,1
ESPORTSTMNT01/1694062,complete,LCK,2021,0,2021/1/22 10:43,1,11.01,4,Blue,bot,BAO,oe:player:6c1d0c529e73fe4c8b9a5306867c4bf,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,Kai'Sa,1943,1,10,1,2,16,3,3,1,0,0,1,1,0,0,0.4941,0.5867,0,0,14705,454.0916,0.202529,364.5703,186.6083,13,0.4014,7,0.2162,2,42,1.297,16432,12193,376.5208,0.271332,14550,317,296,21,9.789,3296,3256,89,3303,3270,90,-7,-14,-1,0,0,0,0,0,0,5991,5660,137,5237,5458,135,754,202,2,3,0,0,0,1
